GHCN,NAME,STATE,LATITUDE,LONGITUDE
USW00013896,MUSCLE SHOALS AP,AL,34.744,-87.6
USC00013160,GAINESVILLE LOCK,AL,32.835,-88.134
USC00012813,FAIRHOPE 2 NE,AL,30.547,-87.881
USC00013511,GREENSBORO,AL,32.692,-87.576
USC00017157,SAINT BERNARD,AL,34.174,-86.813
USC00017304,SCOTTSBORO,AL,34.674,-86.054
USC00017366,SELMA,AL,32.411,-87.014
USC00018024,TALLADEGA,AL,33.417,-86.134
USC00018323,TROY,AL,31.808,-85.972
USC00018469,VALLEY HEAD,AL,34.569,-85.606
USC00011803,CODEN,AL,30.387,-88.227
USC00016988,ROBERTSDALE,AL,30.565,-87.702
USC00010583,BAY MINETTE,AL,30.884,-87.785
USC00012675,ENTERPRISE 4 W,AL,31.297,-85.89
USC00010252,ANDALUSIA 3 W,AL,31.307,-86.523
USC00013761,HEADLAND,AL,31.383,-85.368
USC00012758,EVERGREEN,AL,31.445,-86.953
USC00011566,CHATOM,AL,31.471,-88.25
USC00011725,CLAYTON,AL,31.871,-85.45
USC00013519,GREENVILLE,AL,31.79,-86.609
USC00015121,MARION JUNCTION 2 NE,AL,32.472,-87.231
USC00016129,OPELIKA,AL,32.659,-85.45
USC00018209,THORSBY EXP STATION,AL,32.92,-86.671
USC00014502,LAFAYETTE 2W,AL,32.907,-85.434
USC00010160,ALEXANDER CITY,AL,32.935,-85.956
USC00010178,ALICEVILLE,AL,33.127,-88.155
USC00017999,SYLACAUGA 4 NE,AL,33.205,-86.195
USC00010369,ASHLAND 3 ENE,AL,33.294,-85.779
USC00011620,CHILDERSBURG WTR PL,AL,33.282,-86.343
USC00018517,VERNON,AL,33.742,-88.125
USC00016121,ONEONTA,AL,33.926,-86.421
USC00013154,GADSDEN,AL,34.022,-85.988
USC00017207,SAND MT SUBSTATION,AL,34.288,-85.968
USC00013620,HALEYVILLE,AL,34.231,-87.635
USC00013573,GUNTERSVILLE,AL,34.334,-86.33
USC00015635,MOULTON 2,AL,34.488,-87.299
USC00010655,BELLE MINA 2 N,AL,34.689,-86.882
USC00011099,BRIDGEPORT 5 NW,AL,34.981,-85.81
USC00016478,PINSON,AL,33.691,-86.685
USW00013839,DOTHAN REGIONAL AP,AL,31.318,-85.443
USW00013871,ANNISTON METROPOLITAN AP,AL,33.59,-85.848
USW00003856,HUNTSVILLE INTNL AP,AL,34.644,-86.786
USW00013894,MOBILE REGIONAL AP,AL,30.688,-88.246
USC00020080,AJO,AZ,32.37,-112.86
USC00021248,CANYON DE CHELLY,AZ,36.153,-109.539
USC00023160,FORT VALLEY,AZ,35.272,-111.73
USC00026796,PRESCOTT,AZ,34.571,-112.432
USC00027281,ROOSEVELT 1 S,AZ,33.649,-111.109
USC00027390,SAFFORD AGRICULTURAL CENTER,AZ,32.815,-109.681
USC00027435,SAINT JOHNS,AZ,34.518,-109.401
USC00027716,SELIGMAN,AZ,35.332,-112.879
USC00028619,TOMBSTONE,AZ,31.712,-110.069
USC00029287,WICKENBURG,AZ,33.979,-112.74
USC00029359,WILLIAMS,AZ,35.241,-112.193
USC00020672,BEAVER DAM,AZ,36.914,-113.942
USC00022140,CORONADO NATIONAL MEMORIAL,AZ,31.346,-110.254
USC00025924,NOGALES 6 N,AZ,31.455,-110.968
USC00027619,SASABE,AZ,31.483,-111.544
USC00028865,TUMACACORI NM,AZ,31.568,-111.05
USC00026716,PORTAL 4 SW,AZ,31.883,-109.206
USC00026353,PEARCE - SUNSITES,AZ,31.936,-109.838
USC00020683,BENSON 6 SE,AZ,31.881,-110.24
USC00026132,ORGAN PIPE CACTUS NM,AZ,31.956,-112.8
USC00020287,ANVIL RANCH,AZ,31.979,-111.384
USC00029334,WILLCOX,AZ,32.255,-109.837
USC00021330,CASCABEL,AZ,32.262,-110.348
USC00028396,TACNA 3 NE,AZ,32.722,-113.919
USC00022754,DUNCAN,AZ,32.748,-109.121
USW00003125,YUMA PROVING GROUND,AZ,32.836,-114.394
USC00023393,GILA BEND 2SE,AZ,32.938,-112.681
USC00023150,FORT THOMAS 2 SW,AZ,33.009,-109.986
USC00021314,CASA GRANDE NATL MONUMENT,AZ,32.995,-111.537
USC00025270,MARICOPA 4 N,AZ,33.114,-112.03
USC00024702,KOFA MINE,AZ,33.274,-113.965
USC00024829,LAVEEN 3 SSE,AZ,33.337,-112.147
USC00020808,BLACK RIVER PUMPS,AZ,33.478,-109.752
USC00026865,QUARTZSITE,AZ,33.665,-114.228
USC00021282,CAREFREE,AZ,33.816,-111.902
USC00020159,ALPINE,AZ,33.849,-109.147
USC00021353,CASTLE HOT SPRINGS,AZ,33.983,-112.363
USC00020949,BOUSE,AZ,33.943,-114.024
USC00025412,MCNARY 2N,AZ,34.113,-109.86
USC00026653,PLEASANT VALLEY,AZ,34.1,-110.966
USC00028162,SPRINGERVILLE,AZ,34.131,-109.275
USW00093139,PAYSON,AZ,34.233,-111.345
USC00022109,CORDES,AZ,34.305,-112.165
USC00023961,HEBER (BLACK MESA) RANGER STATION,AZ,34.392,-110.558
USC00028012,SNOWFLAKE,AZ,34.508,-110.084
USW00023184,PRESCOTT LOVE FIELD,AZ,34.649,-112.422
USC00020586,BAGDAD,AZ,34.597,-113.174
USC00020871,BLUE RIDGE RANGER STATION,AZ,34.611,-111.192
USC00025635,MONTEZUMA CASTLE NATIONAL MONUMENT,AZ,34.611,-111.838
USC00023828,HAPPY JACK RANGER STATION,AZ,34.742,-111.409
USC00028904,TUZIGOOT,AZ,34.77,-112.026
USC00024453,JEROME,AZ,34.754,-112.112
USC00026468,PETRIFIED FOREST NP,AZ,34.799,-109.885
USC00029645,YUCCA 1 NNE,AZ,34.877,-114.134
USC00029158,WALNUT CREEK,AZ,34.928,-112.81
USC00026037,OAK CREEK CANYON,AZ,34.96,-111.755
USW00023194,WINSLOW AIRPORT,AZ,35.028,-110.722
USW00003103,FLAGSTAFF AP,AZ,35.144,-111.666
USC00027488,SANDERS,AZ,35.224,-109.322
USC00028329,SUNSET CRATER NM,AZ,35.369,-111.544
USC00029542,WUPATKI NM,AZ,35.52,-111.372
USC00021001,BRIGHT ANGEL RANGER STATION,AZ,36.215,-112.062
USC00020750,BETATAKIN,AZ,36.678,-110.541
USC00026616,PIPE SPRING NATIONAL MONUMENT,AZ,36.863,-112.737
USC00028468,TEEC NOS POS,AZ,36.923,-109.09
USC00026180,PAGE,AZ,36.921,-111.449
USW00093026,DOUGLAS (BISBEE) INTL AP,AZ,31.458,-109.606
USW00023160,TUCSON INTERNATIONAL AIRPORT,AZ,32.132,-110.956
USC00031596,CONWAY,AR,35.103,-92.49
USC00031632,CORNING,AR,36.408,-90.592
USC00032930,GRAVETTE,AR,36.426,-94.448
USC00034572,MAMMOTH SPRING,AR,36.495,-91.535
USC00034756,MENA,AR,34.598,-94.29
USC00035186,NEWPORT,AR,35.604,-91.274
USC00035754,PINE BLUFF,AR,34.225,-92.019
USC00035820,POCAHONTAS 1,AR,36.264,-90.968
USC00035908,PRESCOTT 2 NNW,AR,33.82,-93.388
USC00036928,SUBIACO,AR,35.303,-93.637
USC00036253,ROHWER 2 NNE,AR,33.81,-91.278
USC00031730,CROSSETT 2 SSE,AR,33.111,-91.948
USC00032355,EUDORA,AR,33.114,-91.263
USC00035866,PORTLAND,AR,33.251,-91.506
USC00031140,CALION LOCK & DAM,AR,33.305,-92.487
USC00034548,MAGNOLIA,AR,33.259,-93.182
USW00013977,TEXARKANA WEBB FIELD,AR,33.456,-93.988
USC00031962,DERMOTT 3 NE,AR,33.56,-91.385
USC00031152,CAMDEN 1,AR,33.59,-92.824
USC00032540,FORDYCE,AR,33.823,-92.399
USC00033428,HOPE 3 NE,AR,33.709,-93.556
USC00032148,DUMAS,AR,33.889,-91.532
USC00035112,NASHVILLE,AR,33.929,-93.851
USC00030240,ARKANSAS POST,AR,34.025,-91.344
USC00031948,DEQUEEN,AR,34.046,-94.348
USC00035079,MURFREESBORO 1W,AR,34.078,-93.702
USC00030220,ARKADELPHIA,AR,34.143,-93.059
USC00036376,SAINT CHARLES,AR,34.37,-91.124
USC00034562,MALVERN,AR,34.395,-92.836
USC00036920,STUTTGART 9 ESE,AR,34.474,-91.417
USC00033242,HELENA,AR,34.521,-90.59
USC00033466,HOT SPRINGS 1 NNE,AR,34.513,-93.049
USC00030582,BENTON,AR,34.568,-92.601
USC00033862,KEO,AR,34.603,-91.993
USC00034638,MARIANNA 2 S,AR,34.739,-90.766
USC00030130,ALUM FORK,AR,34.796,-92.842
USC00037488,WALDRON,AR,34.923,-94.094
USC00031968,DES ARC,AR,34.977,-91.498
USC00031102,CABOT,AR,34.982,-92.006
USC00037712,WEST MEMPHIS,AR,35.124,-90.181
USC00034938,MORRILTON,AR,35.158,-92.767
USC00030798,BLUE MOUNTAIN DAM,AR,35.116,-93.651
USC00030832,BOONEVILLE 3 SSE,AR,35.097,-93.915
USC00031838,DARDANELLE,AR,35.234,-93.168
USC00038052,WYNNE,AR,35.255,-90.796
USC00036506,SEARCY,AR,35.268,-91.717
USC00030536,BEEDEVILLE 4 NE,AR,35.459,-91.057
USC00032978,GREERS FERRY DAM,AR,35.521,-92.0
USC00033821,KEISER,AR,35.687,-90.096
USC00030460,BATESVILLE L&D 1,AR,35.76,-91.638
USC00030458,BATESVILLE LVSTK,AR,35.831,-91.794
USC00035046,MOUNTAIN VIEW,AR,35.844,-92.098
USC00030064,ALICIA 2NNE,AR,35.931,-91.055
USC00034666,MARSHALL,AR,35.912,-92.656
USC00032794,GILBERT,AR,35.989,-92.716
USW00093993,FAYETTEVILLE DRAKE FIELD,AR,36.01,-94.168
USC00032366,EVENING SHADE 1 NNE,AR,36.08,-91.615
USC00031132,CALICO ROCK 2 WSW,AR,36.109,-92.164
USC00035036,MOUNTAIN HOME 1 NNW,AR,36.346,-92.394
USC00034106,LEAD HILL,AR,36.419,-92.916
USW00053919,MONTICELLO MUNICIPAL AP,AR,33.636,-91.755
USW00093992,EL DORADO GOODWIN FIELD,AR,33.221,-92.814
USW00013971,HARRISON BOONE COUNTY AP,AR,36.267,-93.157
USW00093988,PINE BLUFF GRIDER FLD,AR,34.18,-91.934
USC00030936,BRINKLEY,AR,34.882,-91.215
USW00023161,BARSTOW-DAGGETT AIRPORT,CA,34.854,-116.787
USW00093107,SAN DIEGO MIRAMAR NAS,CA,32.867,-117.133
USW00093112,NORTH ISLAND NAS,CA,32.692,-117.21
USC00041614,CEDARVILLE,CA,41.53,-120.179
USC00041912,COLFAX,CA,39.09,-120.947
USC00042239,CUYAMACA,CA,32.99,-116.587
USC00042294,DAVIS 2 WSW EXP FARM,CA,38.535,-121.776
USC00042319,DEATH VALLEY NATIONAL PARK,CA,36.463,-116.867
USC00042941,FAIRMONT,CA,34.705,-118.43
USC00043161,FORT BRAGG 5 N,CA,39.51,-123.756
USC00043747,HANFORD 1 S,CA,36.316,-119.637
USC00043875,HEALDSBURG,CA,38.629,-122.866
USC00044890,LEMON COVE,CA,36.382,-119.026
USC00046399,OJAI,CA,34.448,-119.228
USC00046506,ORLAND,CA,39.746,-122.2
USC00046508,ORLEANS,CA,41.302,-123.539
USC00046730,PASO ROBLES,CA,35.628,-120.686
USC00046826,PETALUMA AIRPORT,CA,38.258,-122.608
USC00047195,QUINCY,CA,39.937,-120.948
USC00047916,SANTA CRUZ,CA,36.988,-122.0
USC00048758,TAHOE CITY,CA,39.168,-120.143
USC00049490,WEAVERVILLE,CA,40.735,-122.944
USC00049699,WILLOWS 6 W,CA,39.523,-122.305
USC00049866,YREKA,CA,41.703,-122.641
USW00024213,EUREKA WFO WOODLEY ISLAND,CA,40.81,-124.16
USC00044232,INDEPENDENCE,CA,36.798,-118.204
USC00047851,SAN LUIS OBISPO POLY,CA,35.306,-120.662
USC00041214,BURNEY,CA,40.88,-121.655
USC00041424,CAMPO,CA,32.626,-116.47
USC00042713,EL CENTRO 2 SSW,CA,32.767,-115.562
USC00043914,HENSHAW DAM,CA,33.237,-116.761
USC00040983,BORREGO DESERT PARK,CA,33.256,-116.404
USC00046657,PALOMAR MTN OBSERVATORY,CA,33.378,-116.84
USC00045502,MECCA FIRE STATION,CA,33.57,-116.073
USW00023158,BLYTHE ASOS,CA,33.619,-114.715
USW00003104,DESERT RESORTS REGIONAL AP,CA,33.632,-116.164
USC00043855,HAYFIELD PUMPING PLANT,CA,33.704,-115.629
USC00044211,IDYLLWILD FIRE DEPT,CA,33.757,-116.707
USC00042598,EAGLE MOUNTAIN,CA,33.808,-115.451
USC00042214,CULVER CITY,CA,34.005,-118.414
USC00044297,IRON MOUNTAIN,CA,34.147,-115.122
USC00049099,TWENTYNINE PALMS,CA,34.128,-116.037
USC00046006,MT WILSON CBS,CA,34.231,-118.071
USC00046699,PARKER RESRVOIR,CA,34.29,-114.171
USC00040741,BIG BEAR LAKE,CA,34.243,-116.917
USW00023190,SANTA BARBARA MUNI AP,CA,34.424,-119.842
USC00041253,CACHUMA LAKE,CA,34.582,-119.982
USC00045064,LOMPOC,CA,34.654,-120.451
USW00023187,SANDBERG,CA,34.744,-118.725
USC00046943,PISMO BEACH,CA,35.16,-120.683
USC00047253,RANDSBURG,CA,35.369,-117.653
USC00045866,MORRO BAY FIRE DEPT,CA,35.367,-120.845
USC00041244,BUTTONWILLOW,CA,35.403,-119.47
USC00049035,TRONA,CA,35.764,-117.391
USC00043710,HAIWEE,CA,36.139,-117.953
USC00042012,CORCORAN IRRIGATION DIST.,CA,36.097,-119.582
USC00044555,KING CITY,CA,36.207,-121.138
USC00044957,LINDSAY,CA,36.203,-119.055
USC00043083,FIVE POINTS 5 SSW,CA,36.364,-120.156
USC00048917,THREE RIVERS EDISON PH 1,CA,36.465,-118.862
USC00045026,LODGEPOLE,CA,36.604,-118.733
USC00045795,MONTEREY,CA,36.593,-121.856
USC00047668,SALINAS NO. 2,CA,36.659,-121.666
USC00043551,GRANT GROVE,CA,36.738,-118.962
USC00049473,WATSONVILLE WATERWORKS,CA,36.931,-121.769
USC00043261,FRIANT GOVERNMENT CAMP,CA,36.996,-119.707
USC00045233,MADERA,CA,36.954,-120.038
USC00043417,GILROY,CA,37.003,-121.561
USC00045118,LOS BANOS,CA,37.056,-120.867
USC00040673,BEN LOMOND NO. 4,CA,37.086,-122.08
USC00045933,MOUNT HAMILTON,CA,37.343,-121.635
USW00023157,BISHOP AIRPORT,CA,37.371,-118.359
USC00043714,HALF MOON BAY,CA,37.472,-122.443
USC00048380,SO ENTRANCE YOSEMITE N.P.,CA,37.512,-119.633
USC00049001,TRACY PUMPING PLANT,CA,37.796,-121.583
USC00043939,HETCH HETCHY,CA,37.961,-119.783
USC00048353,SONORA,CA,37.967,-120.387
USC00047880,SAN RAFAEL-CIVIC CENTER,CA,37.998,-122.537
USC00044500,KENTFIELD,CA,37.957,-122.545
USC00041277,CALAVERAS BIG TREES,CA,38.277,-120.311
USC00041428,CAMP PARDEE,CA,38.249,-120.843
USC00048351,SONOMA,CA,38.299,-122.462
USC00043578,GRATON,CA,38.431,-122.865
USC00049742,WINTERS,CA,38.525,-121.978
USC00047643,SAINT HELENA,CA,38.507,-122.471
USC00040212,ANGWIN PACIFIC UNION COLLEGE,CA,38.573,-122.441
USC00049781,WOODLAND 1 WNW,CA,38.683,-121.794
USC00041838,CLOVERDALE,CA,38.793,-123.026
USW00093230,SOUTH LAKE TAHOE AP,CA,38.898,-119.996
USC00043384,GEORGETOWN RS,CA,38.933,-120.801
USC00043573,GRASS VALLEY NO. 2,CA,39.204,-121.068
USC00041948,COLUSA 2 SSW,CA,39.188,-122.027
USW00023225,BLUE CANYON NYACK AP,CA,39.276,-120.709
USC00046136,NEVADA CITY,CA,39.247,-121.001
USC00042467,DONNER MEMORIAL ST PARK,CA,39.324,-120.233
USC00040931,BOCA,CA,39.389,-120.094
USC00047109,POTTER VALLEY POWERHOUSE,CA,39.362,-123.129
USC00049684,WILLITS 1 NE,CA,39.419,-123.343
USC00046521,OROVILLE,CA,39.518,-121.553
USC00042500,DOWNIEVILLE,CA,39.563,-120.824
USC00048606,STRAWBERRY VALLEY,CA,39.532,-121.161
USC00048587,STONY GORGE RESERVOIR,CA,39.586,-122.534
USC00046685,PARADISE,CA,39.754,-121.624
USC00042081,COVELO,CA,39.816,-123.244
USC00047085,PORTOLA,CA,39.805,-120.472
USC00042402,DE SABLA,CA,39.872,-121.611
USC00042506,DOYLE 4 SSE,CA,39.972,-120.083
USC00041700,CHESTER,CA,40.303,-121.242
USC00048045,SCOTIA,CA,40.483,-124.104
USC00048135,SHASTA DAM,CA,40.714,-122.416
USC00040738,BIG BAR 4 E,CA,40.74,-123.208
USC00043824,HAT CREEK,CA,40.932,-121.543
USC00044374,JESS VALLEY,CA,41.271,-120.298
USC00041316,CALLAHAN,CA,41.338,-122.825
USC00044838,LAVA BEDS NAT MON,CA,41.712,-121.507
USC00042147,CRESCENT CITY 3 NNW,CA,41.796,-124.215
USC00043157,FORT BIDWELL,CA,41.871,-120.157
USC00049053,TULELAKE,CA,41.96,-121.474
USC00045360,MARKLEY COVE,CA,38.492,-122.124
USW00024216,RED BLUFF MUNI AP,CA,40.152,-122.255
USW00023179,NEEDLES AIRPORT,CA,34.768,-114.618
USC00048702,SUSANVILLE 2SW,CA,40.417,-120.663
USW00093209,PASO ROBLES MUNICIPAL AP,CA,35.669,-120.629
USW00023110,LEMOORE REEVES NAS,CA,36.333,-119.95
USW00023066,GRAND JUNCTION WALKER FIELD,CO,39.134,-108.541
USC00051294,CANON CITY,CO,38.46,-105.225
USC00051528,CHEESMAN,CO,39.22,-105.278
USC00051564,CHEYENNE WELLS 2NE,CO,38.858,-102.333
USC00052184,DEL NORTE 3ENE,CO,37.691,-106.308
USC00052281,DILLON 1 E,CO,39.625,-106.034
USC00052446,EADS,CO,38.476,-102.777
USC00053038,FORT MORGAN,CO,40.257,-103.87
USC00053146,FRUITA,CO,39.144,-108.728
USC00053662,GUNNISON 3SW,CO,38.525,-106.967
USC00053951,HERMIT 8 SE,CO,37.749,-107.095
USC00054076,HOLLY,CO,38.052,-102.132
USC00054834,LAS ANIMAS,CO,38.063,-103.215
USC00055322,MANASSA,CO,37.171,-105.94
USC00055722,MONTROSE NO 2,CO,38.486,-107.879
USC00057936,STEAMBOAT SPRINGS,CO,40.488,-106.823
USC00058204,TELLURIDE 4WNW,CO,37.949,-107.874
USC00058429,TRINIDAD,CO,37.179,-104.487
USC00059243,WRAY,CO,40.082,-102.207
USC00051268,CAMPO 7 S,CO,37.01,-102.554
USC00053016,FORT LEWIS,CO,37.231,-108.051
USC00055531,MESA VERDE NP,CO,37.2,-108.489
USW00023070,TRINIDAD AP,CO,37.262,-104.332
USC00058793,WALSH 1 W,CO,37.382,-102.299
USC00058582,VALLECITO DAM,CO,37.38,-107.581
USC00051886,CORTEZ,CO,37.344,-108.595
USW00023061,ALAMOSA-BERGMAN FIELD,CO,37.439,-105.862
USC00055706,MONTE VISTA 2W,CO,37.581,-106.187
USC00058781,WALSENBURG 1 NW,CO,37.63,-104.796
USC00053541,GREAT SAND DUNES NATIONAL PARK AND PRESERVE,CO,37.733,-105.512
USC00057656,SILVERTON,CO,37.809,-107.663
USC00057167,ROCKY FORD 2 SE,CO,38.038,-103.695
USC00054770,LAMAR,CO,38.094,-102.631
USC00054388,JOHN MARTIN DAM,CO,38.063,-102.93
USW00023067,LA JUNTA MUNICIPAL AIRPORT,CO,38.049,-103.513
USC00058931,WESTCLIFFE,CO,38.131,-105.466
USC00058560,URAVAN,CO,38.376,-108.742
USC00058157,TACONY 13 SE,CO,38.342,-104.057
USC00051713,COCHETOPA CREEK,CO,38.443,-106.762
USC00051609,CIMARRON,CO,38.443,-107.557
USC00053246,GATEWAY 1ENE,CO,38.688,-108.961
USC00054603,KIT CARSON,CO,38.763,-102.8
USC00058184,TAYLOR PARK,CO,38.818,-106.609
USC00057287,RUSH 1N,CO,38.861,-104.094
USC00057309,RUXTON PARK,CO,38.842,-104.974
USC00051071,BUENA VISTA 2S,CO,38.825,-106.128
USC00051959,CRESTED BUTTE,CO,38.874,-106.977
USC00054742,LAKE GEORGE 8 SW,CO,38.907,-105.471
USC00050263,ANTERO RESERVOIR,CO,38.993,-105.891
USC00058501,TWIN LAKES RESERVOIR,CO,39.094,-106.351
USC00053489,GRAND JUNCTION 6ESE,CO,39.042,-108.466
USC00056266,PALISADE,CO,39.114,-108.35
USC00051772,COLORADO NATIONAL MONUMENT,CO,39.101,-108.734
USC00052932,FLAGLER 1S,CO,39.281,-103.062
USC00058064,SUGARLOAF RESERVOIR,CO,39.249,-106.371
USC00051121,BURLINGTON,CO,39.306,-102.261
USC00051401,CASTLE ROCK,CO,39.387,-104.864
USC00051660,CLIMAX,CO,39.367,-106.19
USC00050454,BAILEY,CO,39.405,-105.477
USC00053530,GRANT,CO,39.461,-105.678
USC00050214,ALTENBERN,CO,39.499,-108.381
USC00052790,EVERGREEN,CO,39.638,-105.315
USC00051186,CABIN CREEK,CO,39.655,-105.709
USC00051179,BYERS 5 ENE,CO,39.741,-104.127
USC00050950,BRIGHTON 3 SE,CO,39.944,-104.836
USC00054664,KREMMLING,CO,40.058,-106.368
USC00056832,RANGELY 1E,CO,40.089,-108.773
USC00059295,YUMA,CO,40.124,-102.722
USW00024015,AKRON WASHINGTON COUNTY AP,CO,40.174,-103.215
USC00050109,AKRON 4 E,CO,40.155,-103.142
USC00053500,GRAND LAKE 6 SSW,CO,40.185,-105.867
USC00059265,YAMPA,CO,40.156,-106.911
USC00053496,GRAND LAKE 1 NW,CO,40.267,-105.832
USC00053867,HAYDEN,CO,40.493,-107.255
USC00054945,LEROY 5 WSW,CO,40.515,-102.991
USC00055446,MAYBELL,CO,40.516,-108.094
USC00054082,HOLYOKE,CO,40.545,-102.341
USC00050945,BRIGGSDALE,CO,40.634,-104.329
USC00058756,WALDEN,CO,40.744,-106.279
USC00057515,SEDGWICK 5 S,CO,40.866,-102.516
USC00054413,JULESBURG,CO,40.988,-102.265
USC00052286,DINOSAUR NATL MONUMENT,CO,40.244,-108.973
USW00093010,LIMON,CO,39.273,-103.667
USC00056306,PAONIA 1SW,CO,38.852,-107.622
USC00069388,WEST THOMPSON LAKE,CT,41.944,-71.903
USC00062658,FALLS VILLAGE,CT,41.95,-73.367
USC00063207,GROTON,CT,41.35,-72.038
USC00068138,STORRS,CT,41.795,-72.228
USC00065910,NORWICH PUBLIC UTILITY PLANT,CT,41.527,-72.065
USC00060973,BURLINGTON,CT,41.794,-72.932
USC00065445,NORFOLK 2 SW,CT,41.972,-73.221
USW00014740,HARTFORD-BRADLEY INTERNATIONAL AIRPORT,CT,41.937,-72.682
USC00072730,DOVER,DE,39.147,-75.505
USC00079605,WILMINGTON PORTER RES,DE,39.774,-75.541
USW00013781,WILMINGTON NEW CASTLE CO AP,DE,39.674,-75.606
USC00080228,ARCADIA,FL,27.218,-81.874
USC00080478,BARTOW 1SE,FL,27.886,-81.833
USC00082915,FEDERAL POINT,FL,29.755,-81.539
USC00082944,FERNANDINA BEACH,FL,30.667,-81.453
USC00083207,FORT PIERCE,FL,27.442,-80.351
USC00084289,INVERNESS 3 SE,FL,28.803,-82.313
USC00084731,LAKE CITY 2 E,FL,30.185,-82.594
USC00086414,OCALA,FL,29.164,-82.078
USC00087851,SAINT LEO,FL,28.338,-82.26
USC00088824,TARPON SPGS SEWAGE PL,FL,28.152,-82.754
USC00088942,TITUSVILLE,FL,28.624,-80.817
USC00083020,FLAMINGO RANGER STA,FL,25.142,-80.914
USC00086078,NAPLES,FL,26.165,-81.684
USC00087397,PUNTA GORDA 4 ESE,FL,26.915,-81.997
USC00089176,VENICE,FL,27.101,-82.436
USC00086065,MYAKKA RIVER ST PK,FL,27.24,-82.315
USC00088620,STUART,FL,27.19,-80.24
USC00080945,BRADENTON 5 ESE,FL,27.447,-82.501
USC00089401,WAUCHULA,FL,27.548,-81.799
USC00080369,AVON PARK 2 W,FL,27.595,-81.527
USC00085973,MOUNTAIN LAKE,FL,27.938,-81.599
USC00084625,KISSIMMEE 2,FL,28.276,-81.424
USW00012815,ORLANDO INTL AP,FL,28.418,-81.324
USC00081641,CLERMONT 9 S,FL,28.456,-81.723
USC00081163,BUSHNELL 1 E,FL,28.666,-82.089
USW00012834,DAYTONA BEACH INTL AP,FL,29.174,-81.072
USC00089120,USHER TOWER,FL,29.408,-82.819
USC00082008,CROSS CITY 1 E,FL,29.633,-83.105
USC00086842,PANAMA CITY 5N,FL,30.249,-85.66
USC00084366,JACKSONVILLE BEACH,FL,30.288,-81.393
USC00083470,GLEN ST MARY 1 W,FL,30.272,-82.186
USC00084394,JASPER,FL,30.523,-82.945
USC00086240,NICEVILLE,FL,30.532,-86.493
USC00081544,CHIPLEY,FL,30.781,-85.55
USW00012836,KEY WEST INTL AIRPORT,FL,24.557,-81.755
USW00013899,PENSACOLA REGIONAL AP,FL,30.476,-87.186
USW00013889,JACKSONVILLE INTL AP,FL,30.495,-81.694
USC00090140,ALBANY 3 SE,GA,31.534,-84.149
USC00092966,EASTMAN 1 W,GA,32.2,-83.206
USC00093621,GAINESVILLE,GA,34.301,-83.86
USC00093754,GLENNVILLE 3NW,GA,31.988,-81.952
USC00094170,HAWKINSVILLE,GA,32.284,-83.468
USC00096335,NEWNAN 7 WNW,GA,33.4,-84.915
USC00097600,ROME,GA,34.241,-85.158
USC00098535,TALBOTTON,GA,32.686,-84.521
USC00098703,TIFTON,GA,31.446,-83.477
USC00098740,TOCCOA,GA,34.579,-83.332
USC00099157,WASHINGTON 2 ESE,GA,33.726,-82.706
USW00093845,VALDOSTA REGIONAL AP,GA,30.776,-83.274
USC00094429,HOMERVILLE 5 N,GA,31.077,-82.8
USW00013878,BRUNSWICK-MCKINNON ARPT,GA,31.153,-81.391
USC00096087,MOULTRIE 2 ESE,GA,31.177,-83.749
USC00091500,CAMILLA 3 SE,GA,31.19,-84.204
USC00097808,SAPELO ISLAND,GA,31.398,-81.281
USW00013870,ALMA BACON COUNTY AP,GA,31.54,-82.507
USC00092783,DOUGLAS,GA,31.489,-82.821
USC00093538,FT STEWART,GA,31.872,-81.629
USC00092266,CORDELE,GA,31.985,-83.775
USC00097087,PLAINS SW GA EXP STA,GA,32.047,-84.371
USC00091266,BROOKLET 1 W,GA,32.377,-81.674
USW00003813,MACON MIDDLE GA REGIONAL AP,GA,32.689,-83.653
USC00095863,MIDVILLE EXP STA,GA,32.875,-82.216
USC00097777,SANDERSVILLE,GA,32.974,-82.805
USC00095314,LOUISVILLE 1 E,GA,33.013,-82.391
USC00099194,WAYNESBORO 2 S,GA,33.071,-82.007
USC00095988,MONTICELLO,GA,33.333,-83.698
USC00090311,APPLING 2 NW,GA,33.557,-82.337
USC00091640,CARROLLTON,GA,33.597,-85.081
USC00092485,DALLAS 7 NE,GA,33.998,-84.751
USC00091732,CEDARTOWN,GA,34.059,-85.234
USC00093060,ELBERTON 2 N,GA,34.141,-82.855
USC00092180,COMMERCE 4 NNW,GA,34.263,-83.49
USC00094133,HARTWELL,GA,34.352,-82.93
USC00094648,JASPER 1 NNW,GA,34.476,-84.446
USC00092283,CORNELIA,GA,34.518,-83.529
USC00094230,HELEN,GA,34.7,-83.726
USC00094941,CHICKAMAUGA 2 SW,GA,34.853,-85.314
USC00091982,CLAYTON 1 SSW,GA,34.888,-83.397
USC00090969,BLAIRSVILLE EXP STA,GA,34.854,-83.944
USW00024149,LEWISTON AP,ID,46.375,-117.015
USC00100010,ABERDEEN EXPERIMENT STN,ID,42.954,-112.825
USC00100470,ASHTON 1N,ID,44.071,-111.457
USC00101408,CAMBRIDGE,ID,44.573,-116.675
USC00101956,COEUR D'ALENE,ID,47.682,-116.797
USC00103631,GLENNS FERRY,ID,42.94,-115.323
USC00103732,GRACE,ID,42.563,-111.759
